Face Detection and Model Embedding,Average Precision
det_fastmtcnn-emb_GhostFaceNet,1.0
det_retinaface-emb_ArcFace,1.0
det_fastmtcnn-emb_FaceNet,0.6666666666666666
det_retinaface-emb_VggFace,0.5
det_retinaface-emb_GhostFaceNet,0.3666666666666667
det_opencv-emb_FaceNet,0.3333333333333333
det_opencv-emb_GhostFaceNet,0.3333333333333333
det_retinaface-emb_FaceNet,0.3055555555555555
det_opencv-emb_ArcFace,0.25
det_opencv-emb_VggFace,0.225
det_fastmtcnn-emb_ArcFace,0.0
det_fastmtcnn-emb_VggFace,0.0
