Face Detection and Model Embedding,Average Precision
det_fastmtcnn-emb_ArcFace,1.0
det_fastmtcnn-emb_FaceNet,1.0
det_opencv-emb_ArcFace,1.0
det_opencv-emb_VggFace,1.0
det_opencv-emb_FaceNet,1.0
det_fastmtcnn-emb_VggFace,0.7687074829931974
det_opencv-emb_GhostFaceNet,0.6
det_retinaface-emb_GhostFaceNet,0.5
det_retinaface-emb_FaceNet,0.3333333333333333
det_fastmtcnn-emb_GhostFaceNet,0.25
det_retinaface-emb_ArcFace,0.25
det_retinaface-emb_VggFace,0.2361111111111111
